e p
1.21254e+04 5.97365e+02
1.30425e+04 6.67964e+02
1.40309e+04 7.46793e+02
1.50963e+04 8.34794e+02
1.62451e+04 9.33015e+02
1.74839e+04 1.04262e+03
1.88200e+04 1.16491e+03
2.02615e+04 1.30131e+03
2.18170e+04 1.45342e+03
2.34959e+04 1.62302e+03
2.53083e+04 1.81207e+03
2.72653e+04 2.02275e+03
2.93791e+04 2.25749e+03
3.16626e+04 2.51897e+03
3.41301e+04 2.81017e+03
3.67971e+04 3.13438e+03
3.96804e+04 3.49525e+03
4.27984e+04 3.89683e+03
4.61710e+04 4.34361e+03
4.98199e+04 4.84054e+03
5.37688e+04 5.39309e+03
5.80434e+04 6.00736e+03
6.26720e+04 6.69004e+03
6.76850e+04 7.44855e+03
7.31158e+04 8.29109e+03
7.90009e+04 9.22673e+03
8.53800e+04 1.02655e+04
9.22963e+04 1.14184e+04
9.97971e+04 1.26976e+04
1.07934e+05 1.41167e+04
1.16763e+05 1.56905e+04
1.26347e+05 1.74354e+04
1.36751e+05 1.93694e+04
1.48049e+05 2.15126e+04
1.60322e+05 2.38869e+04
1.73657e+05 2.65165e+04
1.88150e+05 2.94282e+04
2.03904e+05 3.26513e+04
2.21035e+05 3.62183e+04
2.39667e+05 4.01650e+04
2.59937e+05 4.45305e+04
2.81994e+05 4.93582e+04
3.06002e+05 5.46958e+04
3.32139e+05 6.05956e+04
3.60601e+05 6.71154e+04
3.91602e+05 7.43186e+04
4.25375e+05 8.22752e+04
4.62178e+05 9.10618e+04
5.02290e+05 1.00763e+05
5.46019e+05 1.11472e+05
5.93699e+05 1.23291e+05
6.45700e+05 1.36331e+05
7.02424e+05 1.50718e+05
7.64312e+05 1.66585e+05
8.31847e+05 1.84083e+05
9.05558e+05 2.03376e+05
9.86024e+05 2.24643e+05
1.07388e+06 2.48082e+05
1.16982e+06 2.73912e+05
1.27461e+06 3.02372e+05
1.38907e+06 3.33722e+05
1.51413e+06 3.68253e+05
1.65079e+06 4.06281e+05
1.80014e+06 4.48154e+05
1.96338e+06 4.94254e+05
2.14184e+06 5.45000e+05
2.33695e+06 6.00855e+05
2.55030e+06 6.62322e+05
2.78363e+06 7.29959e+05
3.03883e+06 8.04376e+05
3.31798e+06 8.86242e+05
3.62338e+06 9.76293e+05
3.95752e+06 1.07534e+06
4.32314e+06 1.18426e+06
4.72326e+06 1.30403e+06
5.16118e+06 1.43573e+06
5.64050e+06 1.58052e+06
6.16520e+06 1.73968e+06
6.73960e+06 1.91465e+06
7.36849e+06 2.10695e+06
8.05709e+06 2.31830e+06
8.81111e+06 2.55057e+06
9.63684e+06 2.80580e+06
1.05412e+07 3.08625e+06
1.15316e+07 3.39438e+06
1.26165e+07 3.73291e+06
1.38049e+07 4.10481e+06
1.51067e+07 4.51334e+06
1.65329e+07 4.96209e+06
1.80955e+07 5.45498e+06
1.98075e+07 5.99634e+06
2.16834e+07 6.59089e+06
2.37389e+07 7.24383e+06
2.59913e+07 7.96086e+06
2.84597e+07 8.74824e+06
3.11649e+07 9.61282e+06
3.41296e+07 1.05621e+07
3.73790e+07 1.16044e+07
4.09406e+07 1.27488e+07
4.48443e+07 1.40052e+07
4.91233e+07 1.53845e+07
5.38138e+07 1.68988e+07
5.89556e+07 1.85610e+07
6.45921e+07 2.03858e+07
7.07714e+07 2.23888e+07
7.75457e+07 2.45874e+07
8.49725e+07 2.70007e+07
9.31151e+07 2.96496e+07
1.02042e+08 3.25570e+07
1.11831e+08 3.57480e+07
1.22563e+08 3.92502e+07
1.34330e+08 4.30939e+07
1.47233e+08 4.73124e+07
1.61381e+08 5.19419e+07
1.76895e+08 5.70226e+07
1.93906e+08 6.25982e+07
2.12561e+08 6.87169e+07
2.33017e+08 7.54314e+07
2.55449e+08 8.27998e+07
2.80049e+08 9.08854e+07
3.07027e+08 9.97580e+07
3.36611e+08 1.09494e+08
3.69056e+08 1.20177e+08
4.04638e+08 1.31900e+08
4.43660e+08 1.44763e+08
4.86456e+08 1.58877e+08
5.33392e+08 1.74364e+08
