e p
1.05036e+04 3.23819e+03
1.09004e+04 3.36426e+03
1.13121e+04 3.49512e+03
1.17393e+04 3.63096e+03
1.21824e+04 3.77197e+03
1.26421e+04 3.91833e+03
1.31191e+04 4.07025e+03
1.36138e+04 4.22794e+03
1.41271e+04 4.39161e+03
1.46596e+04 4.56149e+03
1.52119e+04 4.73782e+03
1.57849e+04 4.92082e+03
1.63794e+04 5.11076e+03
1.69960e+04 5.30790e+03
1.76357e+04 5.51250e+03
1.82993e+04 5.72484e+03
1.89876e+04 5.94521e+03
1.97017e+04 6.17392e+03
2.04424e+04 6.41128e+03
2.12107e+04 6.65760e+03
2.20077e+04 6.91323e+03
2.28345e+04 7.17852e+03
2.36921e+04 7.45382e+03
2.45816e+04 7.73951e+03
2.55044e+04 8.03598e+03
2.64615e+04 8.34363e+03
2.74544e+04 8.66288e+03
2.84842e+04 8.99416e+03
2.95524e+04 9.33793e+03
3.06604e+04 9.69464e+03
3.18097e+04 1.00648e+04
3.30018e+04 1.04489e+04
3.42383e+04 1.08474e+04
3.55208e+04 1.12609e+04
3.68511e+04 1.16900e+04
3.82309e+04 1.21352e+04
3.96620e+04 1.25972e+04
4.11464e+04 1.30765e+04
4.26860e+04 1.35739e+04
4.42829e+04 1.40899e+04
4.59392e+04 1.46252e+04
4.76571e+04 1.51807e+04
4.94388e+04 1.57571e+04
5.12869e+04 1.63550e+04
5.32036e+04 1.69754e+04
5.51915e+04 1.76191e+04
5.72534e+04 1.82868e+04
5.93918e+04 1.89797e+04
6.16097e+04 1.96984e+04
6.39100e+04 2.04442e+04
6.62958e+04 2.12178e+04
6.87701e+04 2.20204e+04
7.13363e+04 2.28531e+04
7.39979e+04 2.37169e+04
7.67582e+04 2.46131e+04
7.96210e+04 2.55428e+04
8.25901e+04 2.65073e+04
8.56693e+04 2.75078e+04
8.88628e+04 2.85458e+04
9.21748e+04 2.96225e+04
9.56097e+04 3.07396e+04
9.91720e+04 3.18983e+04
1.02866e+05 3.31003e+04
1.06698e+05 3.43473e+04
1.10671e+05 3.56408e+04
1.14792e+05 3.69826e+04
1.19066e+05 3.83745e+04
1.23498e+05 3.98184e+04
1.28094e+05 4.13161e+04
1.32861e+05 4.28697e+04
1.37804e+05 4.44813e+04
1.42931e+05 4.61530e+04
1.48247e+05 4.78870e+04
1.53761e+05 4.96857e+04
1.59479e+05 5.15514e+04
1.65408e+05 5.34867e+04
1.71557e+05 5.54941e+04
1.77934e+05 5.75763e+04
1.84547e+05 5.97360e+04
1.91405e+05 6.19762e+04
1.98516e+05 6.42998e+04
2.05891e+05 6.67099e+04
2.13539e+05 6.92098e+04
2.21470e+05 7.18027e+04
2.29695e+05 7.44921e+04
2.38224e+05 7.72816e+04
2.47068e+05 8.01749e+04
2.56240e+05 8.31758e+04
2.65751e+05 8.62883e+04
2.75614e+05 8.95166e+04
2.85842e+05 9.28649e+04
2.96448e+05 9.63377e+04
3.07446e+05 9.99396e+04
3.18851e+05 1.03675e+05
3.30678e+05 1.07550e+05
3.42942e+05 1.11569e+05
3.55659e+05 1.15736e+05
3.68847e+05 1.20059e+05
3.82522e+05 1.24542e+05
3.96702e+05 1.29192e+05
4.11407e+05 1.34015e+05
